Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
3D6624,815E,-46,-56,182,-10,0,99,19.18,51.52
3D6624,815E,-46,-56,157,-10,0,99,19.21,51.54
3D6624,815E,-46,-56,179,-10,0,99,19.23,51.78
3D6624,815E,-44,-56,182,-10,0,99,19.25,51.87
3D6624,815E,-52,-56,177,-10,0,99,19.32,51.78
3D6624,815E,-52,-58,164,-10,0,99,19.29,51.56
3D6624,815E,-52,-59,152,-10,0,99,19.11,51.4
3D6624,815E,-52,-62,129,-9,0,99,19.21,51.42
3D6624,815E,-52,-61,147,-9,0,99,19.29,51.38
3D6624,815E,-50,-61,179,-9,0,99,19.33,51.31
3D6624,815E,-52,-61,192,-9,0,99,19.39,51.25
3D6624,815E,-54,-62,179,-9,0,99,19.46,51.19
3D6624,815E,-54,-62,177,-10,0,99,19.46,51.14
3D6624,815E,-54,-65,134,-11,0,99,19.43,51.15
3D6624,815E,-51,-64,144,-11,0,99,19.41,51.26
3D6624,815E,-51,-63,154,-11,0,99,19.38,51.4
3D6624,815E,-53,-63,154,-11,0,99,19.32,51.53
3D6624,815E,-53,-63,147,-11,0,99,19.38,51.6
3D6624,815E,-50,-64,137,-11,0,99,19.43,51.55
3D6624,815E,-50,-64,137,-11,0,99,19.39,51.42
3D6624,815E,-53,-63,137,-10,0,99,19.39,51.33
3D6624,815E,-53,-63,144,-9,0,99,19.38,51.13
3D6624,815E,-53,-64,150,-10,0,99,19.29,51.11
3D6624,815E,-53,-63,182,-9,0,99,19.23,51.18
3D6624,815E,-53,-63,192,-10,0,99,19.21,51.27
3D6624,815E,-53,-62,179,-10,0,99,19.21,51.41
3D6624,815E,-53,-62,179,-10,0,99,19.31,51.63
3D6624,815E,-55,-63,129,-10,0,99,19.38,51.69
3D6624,815E,-55,-62,147,-9,0,99,19.43,51.64
3D6624,815E,-53,-62,154,-8,0,99,19.46,51.49
3D6624,815E,-53,-62,154,-8,0,99,19.49,51.41
3D6624,815E,-53,-63,139,-10,0,99,19.5,51.3
3D6624,815E,-49,-62,139,-11,0,99,19.54,51.19
3D6624,815E,-49,-62,142,-11,0,99,19.56,51.1
3D6624,815E,-51,-62,144,-12,0,99,19.56,51.06
3D6624,815E,-53,-63,144,-12,0,99,19.49,51.07
3D6624,815E,-53,-63,144,-12,0,99,19.51,51.04
3D6624,815E,-53,-64,177,-10,0,99,19.5,51.03
3D6624,815E,-53,-64,162,-10,0,99,19.44,50.83
3D6624,815E,-53,-64,162,-10,0,99,19.4,50.75
3D6624,815E,-53,-64,127,-11,0,99,19.41,50.74
3D6624,815E,-53,-63,179,-10,0,99,19.31,50.8
3D6624,815E,-53,-63,177,-10,0,99,19.3,50.9
3D6624,815E,-53,-64,119,-10,0,99,18.99,50.97
3D6624,815E,-53,-64,127,-10,0,99,18.94,51.22
3D6624,815E,-53,-64,137,-10,0,99,18.74,51.33
3D6624,815E,-53,-64,142,-10,0,99,18.68,51.64
3D6624,815E,-53,-64,142,-10,0,99,18.76,51.93
3D6624,815E,-55,-64,144,-10,0,99,18.75,52.03
