Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
3D6624,815E,-38,-48,182,-10,0,99,20.31,42.87
3D6624,815E,-38,-49,200,-10,0,99,20.29,42.84
3D6624,815E,-38,-49,202,-10,0,99,20.32,42.77
3D6624,815E,-38,-49,204,-10,0,99,20.35,42.76
3D6624,815E,-38,-49,194,-10,0,99,20.38,42.79
3D6624,815E,-38,-49,169,-11,0,99,20.4,42.73
3D6624,815E,-38,-49,154,-11,0,99,20.44,42.65
3D6624,815E,-38,-50,129,-11,0,99,20.41,42.64
3D6624,815E,-38,-49,164,-11,0,99,20.42,42.66
3D6624,815E,-38,-50,175,-11,0,99,20.4,42.73
3D6624,815E,-38,-49,154,-11,0,99,20.39,42.64
3D6624,815E,-38,-49,152,-11,0,99,20.42,42.62
3D6624,815E,-38,-49,179,-11,0,99,20.4,42.56
3D6624,815E,-38,-49,192,-11,0,99,20.4,42.54
3D6624,815E,-38,-49,182,-11,0,99,20.4,42.53
3D6624,815E,-38,-50,154,-11,0,99,20.44,42.49
3D6624,815E,-38,-49,177,-11,0,99,20.45,42.41
3D6624,815E,-38,-50,189,-11,0,99,20.44,42.4
3D6624,815E,-38,-49,177,-11,0,99,20.38,42.43
3D6624,815E,-38,-49,182,-10,0,99,20.29,42.46
3D6624,815E,-38,-49,159,-11,0,99,20.18,42.63
3D6624,815E,-38,-50,144,-11,0,99,20.07,42.77
3D6624,815E,-38,-50,150,-11,0,99,20.05,42.88
3D6624,815E,-38,-50,167,-10,0,99,19.96,43.01
3D6624,815E,-38,-50,169,-10,0,99,19.9,43.15
3D6624,815E,-38,-49,197,-10,0,99,19.85,43.32
3D6624,815E,-38,-50,187,-11,0,99,19.87,43.46
3D6624,815E,-38,-50,167,-11,0,99,19.84,43.49
3D6624,815E,-38,-50,159,-11,0,99,19.86,43.55
3D6624,815E,-38,-50,157,-11,0,99,19.91,43.62
3D6624,815E,-38,-50,144,-11,0,99,19.89,43.55
3D6624,815E,-38,-49,164,-10,0,99,19.93,43.54
3D6624,815E,-38,-49,167,-10,0,99,19.89,43.53
3D6624,815E,-38,-49,167,-10,0,99,19.95,43.58
3D6624,815E,-38,-49,167,-10,0,99,20.04,43.55
3D6624,815E,-38,-49,169,-11,0,99,20.09,43.51
3D6624,815E,-38,-49,172,-11,0,99,20.1,43.49
3D6624,815E,-38,-49,175,-11,0,99,20.08,43.43
3D6624,815E,-38,-49,182,-11,0,99,20.1,43.36
3D6624,815E,-38,-49,179,-11,0,99,20.1,43.29
3D6624,815E,-38,-50,182,-11,0,99,20.14,43.27
3D6624,815E,-38,-50,152,-11,0,99,20.07,43.19
3D6624,815E,-40,-50,154,-10,0,99,20.06,43.25
3D6624,815E,-38,-50,150,-11,0,99,20.01,43.24
3D6624,815E,-38,-49,192,-11,0,99,20.02,43.25
3D6624,815E,-38,-49,179,-11,0,99,20.03,43.35
3D6624,815E,-38,-49,179,-11,0,99,20.07,43.38
3D6624,815E,-38,-49,144,-11,0,99,20.07,43.37
3D6624,815E,-38,-49,179,-11,0,99,20.12,43.33
3D6624,815E,-38,-49,177,-11,0,99,20.11,43.28
3D6624,815E,-38,-49,134,-11,0,99,20.07,43.2
3D6624,815E,-38,-49,162,-11,0,99,20.12,43.2
3D6624,815E,-38,-49,175,-11,0,99,20.12,43.17
3D6624,815E,-38,-49,169,-11,0,99,20.13,43.15
