Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
3D6624,815E,-53,-63,119,-10,0,99,27.05,33.28
3D6624,815E,-57,-68,109,-10,0,99,27.11,33.11
3D6624,815E,-57,-68,144,-11,0,99,27.17,33.02
3D6624,815E,-54,-67,117,-11,0,99,27.17,33.08
3D6624,815E,-54,-66,137,-11,0,99,27.14,32.91
3D6624,815E,-52,-65,137,-11,0,99,27.16,32.94
3D6624,815E,-52,-63,142,-10,0,99,27.25,33.25
3D6624,815E,-54,-65,144,-10,0,99,27.32,33.29
3D6624,815E,-54,-65,182,-10,0,99,27.33,33.35
3D6624,815E,-61,-68,95,-11,0,99,27.41,33.31
3D6624,815E,-57,-69,114,-11,0,99,27.48,33.23
3D6624,815E,-57,-69,154,-11,0,99,27.57,33.16
3D6624,815E,-57,-69,154,-11,0,99,27.67,33.15
3D6624,815E,-57,-70,119,-12,0,99,27.71,33.1
3D6624,815E,-59,-70,119,-12,0,99,27.74,33.06
3D6624,815E,-59,-70,119,-12,0,99,27.75,32.98
3D6624,815E,-59,-70,122,-12,0,99,27.76,32.95
3D6624,815E,-57,-70,122,-11,0,99,27.79,32.93
3D6624,815E,-57,-70,119,-12,0,99,27.84,33.48
3D6624,815E,-57,-68,127,-11,0,99,27.82,34.1
3D6624,815E,-57,-66,129,-10,0,99,27.77,33.43
3D6624,815E,-55,-65,137,-8,0,99,27.8,32.94
3D6624,815E,-55,-65,137,-8,0,99,27.8,32.89
3D6624,815E,-52,-65,139,-9,0,99,27.68,32.75
3D6624,815E,-54,-64,152,-9,0,99,27.59,32.84
3D6624,815E,-56,-63,152,-9,0,99,27.38,32.92
3D6624,815E,-56,-64,142,-9,0,99,27.22,32.91
3D6624,815E,-53,-64,139,-8,0,99,27.03,32.95
3D6624,815E,-53,-62,147,-8,0,99,26.95,33.0
3D6624,815E,-53,-62,150,-9,0,99,26.93,33.04
3D6624,815E,-51,-62,192,-10,0,99,26.82,33.12
3D6624,815E,-51,-64,177,-11,0,99,26.65,33.23
3D6624,815E,-51,-65,112,-13,0,99,26.39,33.34
3D6624,815E,-56,-66,112,-13,0,99,26.29,33.47
3D6624,815E,-51,-64,119,-13,0,99,26.21,33.66
3D6624,815E,-51,-63,137,-11,0,99,26.0,33.78
3D6624,815E,-48,-62,144,-11,0,99,25.92,33.86
3D6624,815E,-54,-62,144,-11,0,99,25.89,33.87
3D6624,815E,-56,-63,147,-11,0,99,25.92,33.92
3D6624,815E,-51,-63,144,-11,0,99,25.87,33.88
3D6624,815E,-51,-63,144,-11,0,99,25.81,33.76
3D6624,815E,-51,-62,152,-10,0,99,25.76,33.67
3D6624,815E,-55,-62,157,-10,0,99,25.73,33.69
3D6624,815E,-52,-62,152,-10,0,99,25.68,33.73
3D6624,815E,-54,-63,147,-10,0,99,25.72,33.9
3D6624,815E,-54,-63,142,-9,0,99,25.78,33.97
3D6624,815E,-54,-63,152,-9,0,99,25.76,33.97
3D6624,815E,-54,-63,152,-9,0,99,25.61,33.91
3D6624,815E,-54,-63,157,-9,0,99,25.44,33.93
3D6624,815E,-50,-64,157,-10,0,99,25.41,34.07
3D6624,815E,-52,-64,144,-10,0,99,25.35,34.06
3D6624,815E,-52,-63,164,-11,0,99,25.36,33.93
3D6624,815E,-52,-64,154,-11,0,99,25.32,33.91
3D6624,815E,-52,-64,134,-12,0,99,25.25,33.86
3D6624,815E,-52,-62,142,-11,0,99,25.22,33.97
3D6624,815E,-52,-62,154,-11,0,99,25.19,33.93
3D6624,815E,-49,-62,147,-11,0,99,25.18,33.92
3D6624,815E,-51,-62,154,-11,0,99,25.23,33.85
3D6624,815E,-56,-64,144,-12,0,99,25.32,33.92
3D6624,815E,-52,-65,147,-11,0,99,25.35,33.85
3D6624,815E,-52,-65,177,-12,0,99,25.35,33.82
3D6624,815E,-52,-65,177,-12,0,99,25.37,33.88
3D6624,815E,-52,-65,177,-12,0,99,25.37,33.88
3D6624,815E,-52,-64,129,-12,0,99,25.36,33.9
3D6624,815E,-52,-63,139,-11,0,99,25.43,33.8
3D6624,815E,-49,-62,139,-11,0,99,25.48,33.61
3D6624,815E,-49,-61,150,-10,0,99,25.49,33.21
3D6624,815E,-49,-60,164,-10,0,99,25.61,32.99
3D6624,815E,-49,-61,167,-11,0,99,25.6,32.94
3D6624,815E,-49,-61,157,-11,0,99,25.56,32.96
3D6624,815E,-54,-62,150,-11,0,99,25.54,32.98
3D6624,815E,-50,-62,159,-11,0,99,25.52,33.05
3D6624,815E,-50,-63,157,-11,0,99,25.37,32.95
3D6624,815E,-52,-63,150,-12,0,99,25.24,32.94
3D6624,815E,-50,-61,167,-10,0,99,25.27,32.97
3D6624,815E,-50,-62,162,-10,0,99,25.25,33.03
3D6624,815E,-53,-63,157,-12,0,99,25.32,32.99
3D6624,815E,-53,-66,122,-12,0,99,25.3,32.95
3D6624,815E,-51,-64,142,-11,0,99,25.21,32.92
3D6624,815E,-51,-63,154,-11,0,99,25.16,33.01
3D6624,815E,-53,-62,147,-10,0,99,25.06,33.07
3D6624,815E,-49,-63,139,-11,0,99,25.1,33.2
3D6624,815E,-52,-62,142,-10,0,99,25.22,33.25
3D6624,815E,-52,-62,147,-10,0,99,25.3,33.23
3D6624,815E,-52,-62,150,-9,0,99,25.33,33.22
3D6624,815E,-54,-62,152,-9,0,99,25.36,33.16
3D6624,815E,-54,-62,152,-9,0,99,25.45,33.08
3D6624,815E,-54,-61,154,-9,0,99,25.44,33.04
3D6624,815E,-54,-64,147,-10,0,99,25.4,32.98
3D6624,815E,-57,-65,142,-10,0,99,25.37,33.03
