Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
3D6624,815E,-39,-51,157,-11,0,99,43.94,19.08
3D6624,815E,-39,-50,194,-10,0,99,44.16,18.91
3D6624,815E,-39,-51,207,-10,0,99,44.4,18.79
3D6624,815E,-39,-51,204,-10,0,99,44.63,18.63
3D6624,815E,-39,-51,192,-11,0,99,44.74,18.5
3D6624,815E,-39,-51,177,-11,0,99,45.13,18.43
3D6624,815E,-39,-51,152,-11,0,99,45.31,18.28
3D6624,815E,-39,-50,177,-10,0,99,45.58,18.13
3D6624,815E,-39,-50,177,-10,0,99,45.81,18.01
3D6624,815E,-39,-50,169,-10,0,99,45.82,18.07
3D6624,815E,-39,-51,144,-11,0,99,45.63,18.02
3D6624,815E,-39,-50,172,-10,0,99,45.75,18.03
3D6624,815E,-39,-50,172,-10,0,99,46.03,17.93
3D6624,815E,-39,-51,169,-10,0,99,46.23,17.79
3D6624,815E,-39,-52,129,-12,0,99,46.22,17.73
3D6624,815E,-39,-51,172,-11,0,99,46.44,17.65
3D6624,815E,-39,-51,159,-11,0,99,46.52,17.58
3D6624,815E,-39,-52,122,-12,0,99,46.55,17.56
3D6624,815E,-39,-51,152,-11,0,99,46.66,17.55
3D6624,815E,-39,-50,175,-11,0,99,46.82,17.48
3D6624,815E,-39,-50,175,-11,0,99,47.12,17.39
3D6624,815E,-39,-50,175,-11,0,99,47.36,17.32
3D6624,815E,-39,-51,157,-11,0,99,47.16,17.25
3D6624,815E,-39,-51,134,-12,0,99,47.3,17.29
3D6624,815E,-39,-51,169,-12,0,99,47.26,17.35
3D6624,815E,-39,-51,182,-11,0,99,47.47,17.3
3D6624,815E,-39,-50,152,-11,0,99,47.05,17.32
3D6624,815E,-39,-50,162,-11,0,99,47.18,17.4
3D6624,815E,-39,-50,177,-11,0,99,47.16,17.35
3D6624,815E,-39,-51,175,-11,0,99,47.35,17.31
3D6624,815E,-39,-51,169,-11,0,99,47.47,17.16
3D6624,815E,-39,-51,157,-11,0,99,47.49,17.02
3D6624,815E,-39,-51,169,-11,0,99,47.42,17.05
3D6624,815E,-39,-51,152,-12,0,99,47.47,17.08
3D6624,815E,-39,-50,164,-11,0,99,46.72,17.29
3D6624,815E,-39,-50,169,-11,0,99,46.88,17.45
3D6624,815E,-39,-49,175,-11,0,99,47.06,17.43
3D6624,815E,-39,-51,159,-11,0,99,47.03,17.39
3D6624,815E,-39,-51,127,-12,0,99,46.96,17.53
3D6624,815E,-39,-50,152,-11,0,99,46.67,17.68
3D6624,815E,-39,-50,177,-11,0,99,46.49,17.8
3D6624,815E,-39,-50,182,-11,0,99,45.98,17.95
3D6624,815E,-39,-51,119,-12,0,99,45.64,18.24
3D6624,815E,-39,-50,162,-12,0,99,45.02,18.22
3D6624,815E,-39,-50,177,-11,0,99,45.09,18.39
3D6624,815E,-39,-50,169,-11,0,99,44.74,18.39
3D6624,815E,-39,-50,175,-11,0,99,44.39,18.63
3D6624,815E,-39,-51,162,-11,0,99,44.61,18.71
3D6624,815E,-39,-50,152,-11,0,99,44.61,18.76
3D6624,815E,-39,-50,167,-11,0,99,44.6,18.95
3D6624,815E,-39,-50,179,-10,0,99,44.87,18.86
3D6624,815E,-39,-50,169,-11,0,99,44.75,18.97
3D6624,815E,-39,-50,159,-11,0,99,44.79,18.83
3D6624,815E,-39,-50,167,-10,0,99,44.44,18.95
3D6624,815E,-39,-50,177,-10,0,99,44.57,18.9
3D6624,815E,-39,-50,177,-10,0,99,44.56,18.98
3D6624,815E,-39,-50,164,-11,0,99,44.9,18.94
3D6624,815E,-39,-51,159,-11,0,99,45.26,18.7
3D6624,815E,-39,-51,147,-11,0,99,45.47,18.61
3D6624,815E,-39,-51,167,-10,0,99,45.67,18.49
3D6624,815E,-39,-51,159,-10,0,99,46.14,18.3
3D6624,815E,-39,-51,167,-11,0,99,46.42,18.04
3D6624,815E,-39,-50,175,-11,0,99,46.67,17.92
3D6624,815E,-39,-50,172,-11,0,99,46.83,17.87
3D6624,815E,-39,-50,159,-11,0,99,47.0,17.73
3D6624,815E,-39,-50,154,-11,0,99,47.17,17.7
3D6624,815E,-39,-50,144,-11,0,99,47.36,17.61
3D6624,815E,-39,-50,167,-11,0,99,46.94,17.76
3D6624,815E,-39,-50,172,-11,0,99,46.76,17.5
3D6624,815E,-39,-50,164,-11,0,99,46.47,17.67
3D6624,815E,-39,-51,154,-11,0,99,45.91,17.98
3D6624,815E,-39,-50,177,-11,0,99,46.38,18.02
3D6624,815E,-39,-50,172,-11,0,99,46.57,17.71
3D6624,815E,-39,-50,159,-11,0,99,46.6,17.67
3D6624,815E,-39,-50,137,-12,0,99,46.64,17.63
3D6624,815E,-39,-50,159,-11,0,99,46.27,17.73
3D6624,815E,-39,-50,172,-11,0,99,46.35,17.76
3D6624,815E,-39,-50,179,-11,0,99,46.31,17.83
3D6624,815E,-39,-51,162,-12,0,99,46.47,17.75
3D6624,815E,-39,-51,162,-12,0,99,46.62,17.67
3D6624,815E,-39,-50,167,-12,0,99,46.74,17.58
3D6624,815E,-39,-50,179,-12,0,99,46.9,17.46
3D6624,815E,-39,-50,167,-11,0,99,46.96,17.51
3D6624,815E,-39,-51,122,-12,0,99,47.06,17.45
3D6624,815E,-39,-51,154,-11,0,99,47.19,17.4
3D6624,815E,-39,-50,164,-11,0,99,47.34,17.37
3D6624,815E,-39,-50,164,-11,0,99,47.57,17.31
3D6624,815E,-39,-50,175,-11,0,99,47.65,17.25
3D6624,815E,-39,-50,177,-11,0,99,47.39,17.3
3D6624,815E,-39,-50,169,-11,0,99,46.93,17.33
3D6624,815E,-39,-50,144,-11,0,99,46.73,17.58
3D6624,815E,-39,-50,162,-10,0,99,46.89,17.57
3D6624,815E,-39,-50,169,-10,0,99,46.8,17.47
3D6624,815E,-39,-50,159,-10,0,99,46.66,17.53
3D6624,815E,-39,-50,157,-11,0,99,46.27,17.51
3D6624,815E,5,-50,202,-10,0,99,46.25,17.69
3D6624,815E,-39,-50,192,-10,0,99,46.16,17.76
3D6624,815E,-39,-50,189,-10,0,99,45.89,17.88
3D6624,815E,-39,-50,175,-10,0,99,46.27,17.93
3D6624,815E,-39,-50,200,-10,0,99,46.13,17.99
3D6624,815E,-39,-50,209,-10,0,99,45.94,17.87
