Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
3D6624,815E,-46,-58,194,-10,0,99,21.0,47.71
3D6624,815E,-46,-56,194,-10,0,99,20.93,47.71
3D6624,815E,-37,-52,197,-10,0,99,21.01,47.89
3D6624,815E,-41,-50,175,-10,0,99,21.21,47.88
3D6624,815E,-41,-52,192,-10,0,99,21.24,47.6
3D6624,815E,-43,-52,184,-10,0,99,21.43,47.4
3D6624,815E,-43,-55,197,-10,0,99,21.54,47.13
3D6624,815E,-46,-55,197,-10,0,99,21.53,46.86
3D6624,815E,-59,-56,192,-10,0,99,21.46,46.74
3D6624,815E,-40,-54,182,-10,0,99,21.52,46.75
3D6624,815E,-40,-53,179,-10,0,99,21.63,46.71
3D6624,815E,-40,-53,179,-10,0,99,21.71,46.61
3D6624,815E,-46,-54,150,-11,0,99,21.8,46.52
3D6624,815E,-43,-56,134,-12,0,99,21.88,46.27
3D6624,815E,-41,-56,142,-12,0,99,21.87,46.17
3D6624,815E,-41,-55,157,-11,0,99,21.99,46.09
3D6624,815E,-41,-53,162,-11,0,99,21.96,45.98
3D6624,815E,-45,-55,192,-11,0,99,22.04,45.91
3D6624,815E,-45,-55,182,-12,0,99,22.03,45.77
3D6624,815E,-45,-56,187,-11,0,99,22.04,45.75
3D6624,815E,-45,-57,177,-11,0,99,22.1,45.71
3D6624,815E,-41,-55,169,-11,0,99,22.23,45.64
3D6624,815E,-45,-55,157,-11,0,99,22.15,45.43
3D6624,815E,-38,-53,154,-11,0,99,22.19,45.32
3D6624,815E,-40,-53,142,-11,0,99,22.28,45.23
3D6624,815E,-42,-52,177,-11,0,99,22.17,45.01
3D6624,815E,-42,-52,179,-11,0,99,22.27,44.95
3D6624,815E,-42,-52,179,-11,0,99,22.35,44.91
3D6624,815E,-46,-54,139,-11,0,99,22.27,44.88
3D6624,815E,-48,-55,152,-11,0,99,22.38,44.85
3D6624,815E,-38,-54,167,-11,0,99,22.52,44.71
3D6624,815E,-40,-51,162,-11,0,99,22.59,44.48
3D6624,815E,-40,-51,152,-11,0,99,22.59,44.26
3D6624,815E,-40,-51,169,-10,0,99,22.77,44.03
3D6624,815E,-44,-52,175,-11,0,99,22.67,43.88
3D6624,815E,-39,-52,162,-11,0,99,22.87,43.69
3D6624,815E,-39,-52,177,-12,0,99,23.01,43.44
3D6624,815E,-42,-52,192,-11,0,99,23.22,43.19
3D6624,815E,-44,-52,184,-10,0,99,23.33,42.9
3D6624,815E,-40,-52,184,-10,0,99,23.57,42.58
3D6624,815E,-43,-53,157,-11,0,99,23.79,42.16
3D6624,815E,-39,-52,154,-11,0,99,23.85,41.84
3D6624,815E,-39,-50,162,-11,0,99,24.0,41.63
3D6624,815E,-39,-50,150,-11,0,99,24.02,41.4
3D6624,815E,-39,-50,159,-11,0,99,24.24,41.19
3D6624,815E,-39,-51,167,-11,0,99,24.37,40.93
3D6624,815E,-39,-51,162,-11,0,99,24.42,40.63
3D6624,815E,-46,-52,159,-11,0,99,24.3,40.36
3D6624,815E,-42,-52,152,-11,0,99,24.42,40.34
3D6624,815E,-42,-52,175,-11,0,99,24.28,40.29
3D6624,815E,-42,-54,187,-11,0,99,24.35,40.33
3D6624,815E,-42,-53,150,-11,0,99,24.2,40.33
3D6624,815E,-42,-52,177,-11,0,99,24.12,40.44
3D6624,815E,-40,-52,194,-11,0,99,24.09,40.56
3D6624,815E,-40,-52,187,-11,0,99,24.26,40.76
3D6624,815E,-40,-52,182,-11,0,99,24.34,40.74
3D6624,815E,-38,-51,164,-11,0,99,24.47,40.62
3D6624,815E,-38,-50,179,-11,0,99,24.4,40.41
3D6624,815E,-38,-50,172,-11,0,99,24.32,40.4
3D6624,815E,-38,-50,172,-11,0,99,24.46,40.52
3D6624,815E,-38,-50,157,-11,0,99,24.63,40.4
3D6624,815E,-38,-50,162,-11,0,99,24.7,40.17
3D6624,815E,-40,-50,147,-11,0,99,24.75,40.04
3D6624,815E,-40,-51,179,-11,0,99,24.75,39.96
3D6624,815E,-40,-51,189,-11,0,99,24.75,39.94
3D6624,815E,-40,-51,179,-11,0,99,24.87,39.86
3D6624,815E,-46,-51,157,-11,0,99,24.67,39.75
3D6624,815E,-39,-52,147,-11,0,99,24.78,39.87
3D6624,815E,-39,-53,162,-11,0,99,24.84,39.93
3D6624,815E,-39,-52,172,-11,0,99,24.94,39.88
3D6624,815E,-41,-51,167,-11,0,99,25.06,39.83
3D6624,815E,-41,-52,157,-11,0,99,25.15,39.73
3D6624,815E,-41,-51,167,-11,0,99,25.17,39.61
