Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
"3D6624","815E",-27,-44,189,-11,0,99,24.79,52.06
"3D6624","815E",-27,-44,194,-10,0,99,24.80,51.94
"3D6624","815E",-27,-44,192,-10,0,99,24.87,51.53
"3D6624","815E",-27,-44,197,-10,0,99,24.92,51.04
"3D6624","815E",-27,-44,182,-10,0,99,24.98,50.87
"3D6624","815E",-27,-44,175,-11,0,99,25.05,50.77
"3D6624","815E",-27,-44,159,-11,0,99,25.05,50.83
"3D6624","815E",-27,-44,154,-11,0,99,25.06,50.80
"3D6624","815E",-27,-44,142,-11,0,99,25.09,50.76
"3D6624","815E",-27,-44,177,-12,0,99,25.10,50.78
"3D6624","815E",-27,-44,167,-12,0,99,25.15,50.84
"3D6624","815E",-27,-44,167,-12,0,99,25.18,50.64
"3D6624","815E",-27,-44,134,-11,0,99,25.19,51.19
"3D6624","815E",-25,-44,137,-12,0,99,25.17,50.96
"3D6624","815E",-28,-44,192,-13,0,99,25.25,50.63
"3D6624","815E",-28,-44,182,-12,0,99,25.26,50.26
"3D6624","815E",-28,-44,182,-12,0,99,25.27,49.98
"3D6624","815E",-28,-44,172,-11,0,99,25.27,49.85
"3D6624","815E",-28,-44,177,-11,0,99,25.18,49.82
"3D6624","815E",-28,-44,167,-11,0,99,25.18,49.94
"3D6624","815E",-28,-44,150,-11,0,99,25.10,49.95
"3D6624","815E",-26,-44,142,-11,0,99,25.19,49.93
"3D6624","815E",-26,-44,162,-12,0,99,25.14,49.90
"3D6624","815E",-28,-44,172,-11,0,99,25.18,50.02
"3D6624","815E",-28,-44,164,-11,0,99,25.18,50.05
"3D6624","815E",-26,-44,177,-11,0,99,25.17,50.00
"3D6624","815E",-26,-44,192,-11,0,99,25.14,49.95
"3D6624","815E",-29,-44,177,-11,0,99,25.11,49.84
"3D6624","815E",-27,-44,177,-12,0,99,25.07,49.67
"3D6624","815E",-27,-44,134,-12,0,99,25.05,49.68
"3D6624","815E",-27,-44,139,-12,0,99,25.03,49.78
"3D6624","815E",-27,-44,197,-11,0,99,25.03,49.67
"3D6624","815E",-27,-44,197,-11,0,99,24.99,49.40
"3D6624","815E",-27,-44,189,-11,0,99,25.00,49.53
"3D6624","815E",-27,-44,167,-11,0,99,25.02,49.48
