Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
"3D6624","815E",-39,-49,197,-10,0,99,24.81,51.85
"3D6624","815E",-39,-49,197,-10,0,99,24.81,51.42
"3D6624","815E",-39,-49,202,-10,0,99,24.85,51.43
"3D6624","815E",-39,-49,202,-10,0,99,24.84,51.96
"3D6624","815E",-39,-50,197,-11,0,99,24.82,51.36
"3D6624","815E",-39,-51,184,-11,0,99,24.85,51.05
"3D6624","815E",-39,-50,152,-11,0,99,24.81,51.13
"3D6624","815E",-37,-49,179,-11,0,99,24.94,51.61
"3D6624","815E",-39,-49,175,-10,0,99,25.01,51.60
"3D6624","815E",-39,-49,177,-10,0,99,25.04,51.33
"3D6624","815E",-39,-50,167,-11,0,99,25.08,51.50
"3D6624","815E",-39,-50,150,-11,0,99,25.10,51.17
"3D6624","815E",-39,-50,184,-11,0,99,25.12,50.90
"3D6624","815E",-39,-50,194,-11,0,99,25.18,51.04
"3D6624","815E",-39,-50,187,-10,0,99,25.23,51.33
"3D6624","815E",-39,-50,182,-11,0,99,25.26,51.83
"3D6624","815E",-37,-50,157,-11,0,99,25.28,51.55
"3D6624","815E",-39,-49,159,-11,0,99,25.39,50.92
"3D6624","815E",-39,-49,157,-11,0,99,25.47,50.34
"3D6624","815E",-39,-50,150,-11,0,99,25.52,49.95
"3D6624","815E",-41,-50,159,-11,0,99,25.54,49.84
"3D6624","815E",-41,-51,177,-10,0,99,25.56,49.77
"3D6624","815E",-38,-50,169,-11,0,99,25.56,49.98
"3D6624","815E",-38,-49,134,-11,0,99,25.58,50.36
"3D6624","815E",-38,-49,150,-10,0,99,25.51,50.79
"3D6624","815E",-40,-49,169,-10,0,99,25.56,50.17
"3D6624","815E",-40,-49,172,-10,0,99,25.55,49.80
"3D6624","815E",-40,-50,152,-11,0,99,25.61,49.83
"3D6624","815E",-40,-50,182,-10,0,99,25.71,50.35
"3D6624","815E",-40,-50,192,-10,0,99,25.63,51.05
"3D6624","815E",-40,-50,179,-10,0,99,25.61,51.36
"3D6624","815E",-40,-50,179,-10,0,99,25.64,51.77
"3D6624","815E",-37,-50,157,-11,0,99,25.60,51.36
"3D6624","815E",-39,-50,152,-11,0,99,25.59,50.55
