Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
"3D6624","815E",-62,-76,152,-10,0,99,20.22,58.09
"3D6624","815E",-67,-77,127,-10,0,99,20.27,58.05
"3D6624","815E",-65,-77,139,-10,0,99,20.30,57.97
"3D6624","815E",-72,-77,137,-9,0,99,20.40,57.88
"3D6624","815E",-69,-77,132,-7,0,99,20.39,57.87
"3D6624","815E",-64,-76,122,-7,0,99,20.43,57.86
"3D6624","815E",-64,-74,139,-6,0,99,20.49,57.74
"3D6624","815E",-61,-73,147,-8,0,99,20.50,57.62
"3D6624","815E",-66,-75,192,-11,0,99,20.55,57.45
"3D6624","815E",-63,-75,179,-11,0,99,20.55,57.33
"3D6624","815E",-65,-76,179,-11,0,99,20.59,57.31
"3D6624","815E",-61,-74,137,-11,0,99,20.64,57.21
"3D6624","815E",-61,-73,144,-10,0,99,20.67,57.10
"3D6624","815E",-66,-74,164,-11,0,99,20.72,56.88
"3D6624","815E",-66,-74,164,-11,0,99,20.76,56.72
"3D6624","815E",-66,-78,137,-11,0,99,20.77,56.59
"3D6624","815E",-75,-78,139,-7,0,99,20.81,56.48
"3D6624","815E",-68,-76,134,-6,0,99,20.82,56.37
"3D6624","815E",-68,-74,147,-8,0,99,20.83,56.31
"3D6624","815E",-64,-75,150,-9,0,99,20.86,56.32
"3D6624","815E",-64,-74,152,-9,0,99,20.87,56.31
"3D6624","815E",-64,-74,152,-9,0,99,20.87,56.21
"3D6624","815E",-67,-74,150,-9,0,99,20.92,56.12
"3D6624","815E",-67,-76,144,-9,0,99,20.94,56.08
"3D6624","815E",-67,-76,144,-9,0,99,20.97,56.06
"3D6624","815E",-65,-75,150,-9,0,99,20.98,55.98
"3D6624","815E",-65,-75,152,-9,0,99,20.97,55.96
"3D6624","815E",-68,-75,152,-9,0,99,21.01,55.95
"3D6624","815E",-59,-73,139,-9,0,99,20.97,55.93
"3D6624","815E",-63,-73,154,-11,0,99,21.00,55.95
"3D6624","815E",-76,-73,159,-10,0,99,21.01,56.03
"3D6624","815E",-67,-77,150,-11,0,99,21.01,56.03
"3D6624","815E",-67,-78,129,-9,0,99,21.00,56.05
"3D6624","815E",-64,-76,144,-9,0,99,21.00,56.07
"3D6624","815E",-67,-76,154,-9,0,99,21.00,56.26
"3D6624","815E",-67,-77,150,-11,0,99,21.01,56.61
"3D6624","815E",-64,-75,139,-9,0,99,21.00,56.69
"3D6624","815E",-69,-76,132,-8,0,99,21.04,56.79
"3D6624","815E",-64,-75,132,-8,0,99,21.03,56.88
"3D6624","815E",-67,-75,132,-7,0,99,21.01,56.85
"3D6624","815E",-67,-75,132,-7,0,99,21.06,56.67
"3D6624","815E",-65,-75,134,-7,0,99,21.03,56.47
"3D6624","815E",-65,-75,152,-10,0,99,21.03,56.51
"3D6624","815E",-65,-75,157,-10,0,99,21.03,56.68
"3D6624","815E",-65,-75,157,-10,0,99,21.03,56.75
"3D6624","815E",-63,-77,142,-11,0,99,21.03,56.72
"3D6624","815E",-67,-77,144,-11,0,99,21.07,56.60
"3D6624","815E",-65,-74,147,-10,0,99,21.10,56.50
"3D6624","815E",-65,-75,150,-10,0,99,21.03,56.49
"3D6624","815E",-65,-74,152,-10,0,99,21.01,56.57
"3D6624","815E",-67,-77,152,-10,0,99,21.02,56.35
"3D6624","815E",-58,-75,150,-11,0,99,20.99,56.15
"3D6624","815E",-63,-73,142,-11,0,99,20.94,56.02
"3D6624","815E",-63,-72,179,-11,0,99,20.98,55.92
"3D6624","815E",-60,-72,192,-10,0,99,20.93,55.82
"3D6624","815E",-68,-75,177,-12,0,99,20.92,55.96
"3D6624","815E",-66,-79,117,-11,0,99,20.93,56.02
"3D6624","815E",-66,-79,129,-11,0,99,20.89,56.04
"3D6624","815E",-69,-76,134,-8,0,99,20.87,56.11
"3D6624","815E",-62,-74,150,-8,0,99,20.89,56.40
"3D6624","815E",-68,-74,164,-8,0,99,20.86,56.35
"3D6624","815E",-65,-77,147,-11,0,99,20.87,56.33
"3D6624","815E",-67,-77,122,-10,0,99,20.97,56.42
"3D6624","815E",-67,-76,132,-10,0,99,20.96,56.33
"3D6624","815E",-64,-76,144,-10,0,99,20.96,56.31
"3D6624","815E",-58,-75,147,-10,0,99,20.95,56.33
"3D6624","815E",-59,-76,142,-12,0,99,20.95,56.55
"3D6624","815E",-59,-74,144,-11,0,99,20.97,56.75
"3D6624","815E",-67,-75,147,-12,0,99,20.96,56.79
"3D6624","815E",-62,-74,139,-13,0,99,20.96,56.78
"3D6624","815E",-65,-74,142,-11,0,99,20.94,56.82
"3D6624","815E",-60,-74,162,-10,0,99,20.94,56.82
"3D6624","815E",-65,-74,167,-10,0,99,20.91,57.01
"3D6624","815E",-65,-75,154,-12,0,99,20.89,57.16
"3D6624","815E",-67,-75,150,-12,0,99,20.88,57.49
"3D6624","815E",-65,-78,129,-11,0,99,20.86,57.47
"3D6624","815E",-66,-77,142,-10,0,99,20.87,57.15
"3D6624","815E",-66,-76,147,-10,0,99,20.85,56.89
"3D6624","815E",-68,-76,152,-9,0,99,20.87,57.06
"3D6624","815E",-65,-75,152,-9,0,99,20.85,57.20
"3D6624","815E",-65,-75,150,-9,0,99,20.82,56.89
"3D6624","815E",-63,-76,147,-11,0,99,20.79,57.03
"3D6624","815E",-63,-76,150,-10,0,99,20.78,57.27
"3D6624","815E",-65,-75,147,-10,0,99,20.78,57.49
"3D6624","815E",-62,-74,157,-10,0,99,20.77,57.67
"3D6624","815E",-66,-75,162,-10,0,99,20.79,57.57
"3D6624","815E",-64,-76,152,-11,0,99,20.82,57.72
"3D6624","815E",-66,-76,150,-10,0,99,20.83,57.89
"3D6624","815E",-64,-76,162,-10,0,99,20.79,57.75
"3D6624","815E",-64,-76,70,-11,0,99,20.84,57.43
"3D6624","815E",-64,-76,112,-11,0,99,20.80,57.29
"3D6624","815E",-56,-73,157,-12,0,99,20.82,57.34
"3D6624","815E",-61,-71,147,-9,0,99,20.87,57.46
"3D6624","815E",-61,-71,157,-10,0,99,20.86,57.93
"3D6624","815E",-63,-71,164,-10,0,99,20.91,58.05
"3D6624","815E",-63,-74,107,-9,0,99,20.82,58.01
"3D6624","815E",-60,-73,127,-11,0,99,20.84,58.17
"3D6624","815E",-63,-72,157,-9,0,99,20.82,58.11
"3D6624","815E",-63,-75,139,-11,0,99,20.88,57.99
"3D6624","815E",-63,-74,150,-11,0,99,20.89,57.81
"3D6624","815E",-56,-72,167,-11,0,99,20.87,57.63
